门店名,消费笔数
好望角店,119
深圳御景东方店,78
湖州汇德广场店,75
温州柳市现代广场店,110
芜湖金鹰新城市店,34
杭州艺尚小镇店,92
杭州东冠大厦店,145
北京首都国际机场10店,75
长沙喜盈门店,71
宁波世纪金源店,99
沈阳浑南兴隆奥莱店,53
南京花园城店,132
北京利星行二期店,42
天津凯德国际贸易中心店,51
苏州协鑫广场店,106
福州升龙汇金分店,34
苏州胥城大厦店,82
杭州大江东宝龙店,58
杭州萧山汇金中心店,125
徐州苏宁广场B1店,70
泰州药城天虹购物中心店,77
北京大兴大悦春风里店,105
厦门集美世茂广场,41
长沙渔人码头店,39
广州市广路店,36
金华义乌佛堂宝龙广场店,61
滨州万达店,8
佛山三水广场店,36
无锡拈花湾店,84
北京望京SOHO 2店,47
深圳北站出发B区1楼店,104
光大会展店,64
北京旭阳科技大厦,52
珠海斗门大信店,48
杭州之翼店,92
科创动力店,69
北京酒仙桥路第四咖啡店,33
北京蓝色港湾圣拉娜店,46
虹桥南丰城南楼1F店,131
苏州玉山广场店,117
大连金州安盛店,36
深圳东门鸿展广场店,31
广州华亿丽晶店,56
北京永定路咖啡店,42
武汉恒隆广场店,28
无锡百脑汇店,69
上海啦啦宝都店,149
成都雅颂居,86
长沙24品购物中心店,76
泰州中国医药城店,134
大渡口万象汇,14
宁波高新宝龙广场店,62
南昌中山路百盛B馆店,29
北京龙湖天街店,33
南通印象城1F店,109
重庆新光天地B1F店,65
北京国锐金嵿店,41
800秀店,145
广州明月一路店,41
武汉昙华林分店,55
宁波恒一城市广场店,58
武汉汉口城市广场店,36
北美广场店,113
无锡苏宁广场店,137
杭州日报店,145
广州百脑汇店,63
济南汉峪金谷2店,37
宏汇国际广场店,171
世贸商城店,171
北京翠微路咖啡店,77
泰州姜堰万家福广场店,44
永丰悦界,17
宁波银泰万达店,92
海上传奇店,172
广州基盛万科里店,41
北京银泰店,60
遵义星巴克百盛店,8
思南公馆店,109
深圳康佳大厦分店,65
北京金融大街店,46
奉贤金叶商厦店,136
宁波象山太平洋广场店,42
杭州中大银泰城店,91
无锡江阴华联店,106
太原市印象城店,18
建发国际大厦店,123
苏州万科美好店,148
嘉定罗宾森店,120
杭州滨江龙湖GF店,146
舟山蜈蚣峙店,83
成都武侯吾悦店,42
上海青浦万达茂店,98
武汉华侨城东方里店,55
广州东方文德店,76
北京北四环东路咖啡店,52
广州区庄新大新店,58
惠州大亚湾万达广场店,49
上海漫游城商场店,129
杭州钱江大观店,42
古象大酒店店,93
广州天汇城3分店,210
郑州北金时尚广场店,20
北京建国路第二咖啡店,5
北京广源大厦,47
北京新华百货,68
大连鲁迅路分店,33
北京东湖湾咖啡店,39
合肥华邦银泰城店,71
南京鼓楼吾悦广场店,119
广州太古汇店,153
深圳喜荟城店,89
天津嘉里中心店,99
杭州阿里云谷园区访客中,51
广州番禺钻汇广场分店,52
上海INNO创智店,55
舟山凯虹广场店,79
绍兴上虞雷迪森酒店店,91
武汉协和医院店,28
镇江商业城解放路店,92
上海南翔印象城2F店,63
清远万达广场店,30
太仓海运堤店,139
北京石景山万达广场2店,22
上海打浦路店,130
深圳西丽益田假日里店,84
深圳龙岗广百店,65
肇庆鼎湖万达广场店,84
北京华贸天地西区店,27
临沂和谐广场咖啡店,13
凉城世纪联华店,119
哈尔滨凯德广场学府路店,53
船舶大厦店,117
无锡八佰伴店,134
上海品尊国际广场B1店,63
无锡苏宁天御广场店,131
上海光大安石科技园店,105
北京中关村智诚科创园店,29
西安高新大都荟店,77
广州太阳新天地店,38
天津新燕莎奥特莱斯店,93
政立路店,79
温州万象城二楼店,60
天津秀谷商城咖啡店,73
杭州和仁科技大厦店,187
湖州长兴东鱼坊店,153
保利国际广场,25
泸州摩尔国际广场,19
杭州西湖天地店,108
江门台山万达广场店,63
上海前滩太古里B1F店,136
常州青果巷,113
宁波和义1844店,96
上海长兴园店,77
苏州苏信店,107
成都双流茂业时代广场,30
杭州欧美金融城T6号楼,47
深圳西丽大学城店,104
株洲天虹百货店,66
上海松江广富林文化遗址,164
成都后花园爱琴海店,51
龙岩万宝广场店,50
常州星河国际店,93
福州北站分店,78
川沙金汇广场店,108
杭州临安金街店,75
南通华强广场店,55
环贸广场LG2店,194
厦门瑞景商业广场店,68
昆明恒隆广场店,50
西安静安广场,60
杭州北部软件园店,91
南京同曦万尚城店,82
眉山雕像国际广场店,23
五角场万达B1店,21
广州番禺星河湾店,77
北京常营华联购物中心店,36
北京宏福路咖啡店,73
无锡海岸城办公楼店,89
沈阳华府天地店,31
运达汇,38
新都旭辉广场,33
上海虹桥总部2号店,104
淮安万达店,63
无锡英特宜家购物中心店,77
南京苏宁慧谷中心店,164
南京下关城开大厦店,121
杭州矩阵国际店,57
福州正祥中心店,61
沈阳万达店,16
青岛合肥路永旺广场店,52
南京保乐荟店,167
常州富克斯店,69
连云港嘉瑞宝广场店,54
杭州康康谷店,133
苏州常熟江南印象店,139
扬州华懋购物中心B区店,69
中金国际广场店,90
上海睿珑广场店,90
嘉兴海宁银泰城店,124
上海移动智地店,36
苏州泉屋店,165
泸州市万达店,26
嘉兴万达广场店,61
泸州市佳乐欢乐汇店,76
无锡江阴祝塘现代生活广,33
宁波恒业大厦店,71
南京江苏电视台店,79
北京通州贵友店,47
北京首体南路咖啡店,80
吉安天虹购物中心分店,36
上海卓越世纪中心店,70
北京复兴门外咖啡店,31
北京丽泽桥恒泰咖啡店,48
金华市人民医院店,39
天津怡乐天地店,65
成都武侯万达店,46
上海大盈综合楼店,98
上海瑞立万立城店,75
北京天星街咖啡店,17
泉州晋江宝龙分店,49
上海昌平路店,131
苏州锦华苑店,99
陆家嘴公馆店,91
创意山,31
北京安贞环贸2店,33
北京望京东园二店,12
长春开运街欧亚店,45
宁波月湖金贸大厦店,180
武汉江腾广场店,43
尚嘉中心店,66
朗香嘉年华店,106
苏州邵磨针巷店,109
无锡海岸城店,96
上海华虹园店,110
上海周浦永乐广场店,137
上海国媒中心店,88
西安老城根店,20
杭州汇金国际大厦店,73
重庆大足吾悦广场,17
天津中北永旺购物中心店,49
上海张江微创园区店,82
南京苏宁银河店,100
厦门阿罗海店,71
广州东风中路颐德大厦店,28
北京望京东路咖啡店,31
昆明世纪金源分店,29
中山火炬路店,20
G60萧山服务西区店,49
苏州九龙医院店,101
深圳布吉万象汇1F店,106
武汉新华路CFD店,14
合肥万象汇店,56
大庆万达店,57
金桥佳邻坊店,82
长沙黄花国际机场2店,44
天津复地活力广场店,72
杭州富阳东方茂店,105
苏州水巷邻里店,103
南宁盛天地分店,65
碧云路店,122
盐城宝龙广场店,103
武汉东合中心店,91
石家庄万象天成店,30
东莞观澜湖高尔夫会所店,78
上海同济赤峰店,116
兰州平凉路BHG店,18
上海现厂店,78
深圳南山茂业店,109
苏州邻瑞广场店,109
天津环球置地广场咖啡店,24
天津国际大厦店,42
北海万达广场店,15
北京电子城国电总部店,30
惠州东平永旺,55
天津滨海金元宝于家堡店,50
花溪万科大都会,31
启东东方维也纳店,109
成都新光天地店,77
深圳坪地创城中心店,29
苏州歌林小镇H区店,117
温州财富购物中心店,74
汕头黄山路店,28
南京中央商场店,136
畹町万科集店,151
承德双百购物广场咖啡店,36
上海金融交易广场,40
郑州杉杉奥特莱斯店,33
宿迁苏宁广场店,52
北京华熙写字楼店,68
厦门集美万达分店,35
天津环球金融中心店,65
佛山顺德乐从星光广场店,72
文山光大广场,18
北京东三环北店,15
天津百货大楼咖啡店,19
宁波集盒店,54
北京灯市口天客隆咖啡店,19
成都峰汇中心店,34
武汉保利时代,78
长沙奥克斯店,30
长春百货大楼店,8
泉州晋江万达广场店,57
G60金华服务北区店,78
泉州万达金街分店,37
兰州七里河中天健广场店,9
上海IF园区店,48
绍兴中惠百货店,108
浦东机场交通中心店,22
华发中城商都,17
武汉鲁巷广场店,27
沈阳太原街百盛分店,14
天津武清意安广场店,14
宁波欢乐海岸水秀店,33
苏州昆山昆城广场店,77
南平延平夏商百货分店,11
鄂尔多斯市万达广场店,30
杭州东城广场店,75
南宁新城吾悦广场店,18
南昌昌北机场T2检外店,10
揭阳揭东天虹店,42
东莞茶山镇店,70
三亚万悦新天地店,19
深圳福民城际酒店店,85
力宝华联,8
温州时代店,95
嘉兴合乐城店,104
徐州鼓楼广场店,27
重庆龙湖U城天街店,43
台州温岭锦江店,63
东莞东城时尚广场店,44
东莞长安万达广场店,67
沈阳皇姑万象汇店,61
郑州局外太格茂店,13
合肥Idmall店,35
北京乐成中心店,36
嘉兴天玺大厦店,74
嘉兴戴梦得购物中心店,41
连云港海州吾悦广场店,37
东莞塘厦金地世纪广场店,20
汕尾海丰蓝天广场店,32
苏州环球188广场店,125
福州福清福和万达广场店,23
上海前滩桐晚路店,56
松原金钻百货店,25
南京江宁欧尚店,82
泰州路店,135
大同万达广场店,65
武汉湘隆时代广场店,34
定西路店,109
杭州太合商业中心店,104
S13德清服务区南区店,31
上海久光百货2F店,93
长沙佳兆业广场店,29
青岛崂山金鼎广场店,39
成都锦华路BHG店,30
天津友谊新都咖啡店,31
南京佳源梦想广场,89
武汉世纪都会广场1店,57
盐城滨海海悦城店,74
武汉金地广场店,31
六合路店,83
泉州东海泰禾广场二店,64
北京国展天虹店,59
广州天河东方国际广场店,41
湛江世贸大厦店,21
扬州江都砂之船店,40
广州华就路店,57
汉中万邦时代广场店,34
成都龙湖滨江天街店,32
深圳机场卫星厅出发东广,27
长春中海国际广场店,30
襄阳吾悦广场店,11
济南荣盛时代国际店,17
七宝老街店,87
镇江梦溪广场店,72
北京古北咖啡店,19
北京王府井店,6
北京中关村欧美汇店,41
芜湖古城店,19
广州塔分店,20
张家口乐享城咖啡店,14
普洱创基尚城店,17
杭州萧山旺角城店,63
成都时代奥特莱斯店,69
重庆市弹子石老街店,43
德州德百购物广场,31
重庆市弹子石万象汇店,8
宁波奉化溪口武岭门广场,60
无锡滨湖银城店,77
哈尔滨红博购物公园二店,37
北京东升国际科技园店,3
真如星光耀广场店,195
南昌丽景天虹店,48
上海苏航生活广场店,81
北京生命园路咖啡店,28
佛山印象城店,60
扬州昌建广场店,65
大连站分店,23
宝山路店,111
苏州张家港暨阳湖商业街,57
衢州万达广场店,62
宁波江北老外滩2店,48
重庆袁家岗K-Land店,36
宁波鼓楼店,103
龙吴路店,77
南宁嘉和城,28
杭州桐庐书香同城店,16
江门奥园广场分店,22
深圳海航城分店,28
惠州方直广场店,59
深圳德宏里分店,60
西安新乐汇民生店,18
亳州高新万达广场店,20
兰州市庆阳路百盛店,14
沈阳长白万科鹿特丹店,49
广州漫广场店,23
西安北客站2店,14
武汉菱角湖万达广场2店,5
成都建发鹭洲里,46
重庆英利国际广场店,16
无锡宜兴周铁大梦想城店,26
深圳富士康龙华科技园店,38
郑州瀚海海尚店,25
长春吉林大学第一医院,35
广州宝岗大道店,30
北京滨河路咖啡店,53
济南高新万达广场店,21
宁波鄞州万达店,60
大同爱琴海购物广场店,40
南宁三街两巷店,24
黄山屯溪黎阳in巷,30
盐城吾悦广场店,39
广州海珠丽影广场店,71
宝山体育馆店,131
昆明百大新天地店,21
北京西单大悦城3店,43
阳江百利广场分店,32
G15苏通大桥服务区西区,41
石家庄高新万象汇,34
湖州长兴海洋城店,65
宁波观海卫悦美广场店,42
九江九龙广场分店,23
东莞常平天虹店,27
深圳坪山天虹店,34
南充1227步行街店,12
泉州惠安禹洲广场分店,16
淄博万达广场店,30
武汉光谷世界城广场店,44
潍坊泰华广场店,32
西安嘉德汇,38
哈尔滨富力中心店,15
广州增城锦绣天伦店,71
台州黄岩奥特莱斯店,12
广安吾悦广场,13
无锡江阴海澜飞马水城店,58
成都金堂万达广场店,21
宣城万达广场店,31
徐州三胞广场店,54
德阳五洲广场店,38
南京六合龙湖天街店,36
佛山海六路中建领秀分店,59
中山坦洲合胜百货店,36
徐州和信广场店,41
上海凌云里店,108
美佳华广场,16
南京悦拾光店,46
杭州乐富智汇园店,30
成都大悦城二店,17
深圳前海卓越壹号店,42
鄂尔多斯购物中心店,22
大连财经学院店,13
大理红龙井店,18
成都青白江万达广场店,21
武汉宝利金店,30
云阳滨江购物公园,6
镇江宝龙广场店,35
襄阳航空路民发广场店,18
东莞樟木头天和百货店,14
昆明砂之船店,7
广州黄埔缤纷城店,30
河源坚基购物中心分店,37
惠州金山湖印象城分店,26
贵阳观山湖万达广场店,8
长沙桃子湖店,37
西安御锦城凯德广场店,34
新大陆广场店,4
厦门鼓浪屿龙头路分店,24
佛山悦万广场分店,32
沈阳沈北吾悦广场,63
天津乐宾店,49
赤峰维多利摩尔城店,40
泉州安海上悦城分店,38
西安熙地港店,26
深圳大浪时尚小镇店,30
南宁青秀万达广场分店,41
郑东商业中心,31
广元万达广场店,10
温州泰顺新鸿广场店,15
沈阳积家购物中心店,78
佛山南海嘉信茂广场店,38
重庆大坪时代天街D馆店,34
江门星汇广场店,31
南通爱琴海星银海城市客,68
天津咸水沽月坛商厦店,20
肇庆星湖国际店,24
石家庄银座商城东购店,11
北京南四环西路第二店,5
哈尔滨杉杉奥莱店,9
黄山益田屯溪老街,13
济南中海华山环宇城店,28
包头东河国际机场店,9
合肥肥西旭辉广场店,47
济南遥墙机场安检内店,31
保定嘉德国际万达店,16
重庆南坪万达II店,15
南京禄口机场T2航站楼,23
哈尔滨红博购物公园店,38
枣庄滕州万达广场店,10
阳江阳春恒生壹号广场店,31
济南火车站候车厅店,16
济宁吾悦广场店,28
北京青年路三店,2
大连机场安检外店,12
滨州爱琴海店,1
上海K11购物艺术中心店,100
沈阳桃仙机场到达门店,1
青岛海信财智谷店,6
