门店名,消费笔数
苏州平江路店,58
青岛即墨海尚海店,12
延吉万达广场店,30
温州人才大厦店,21
成都永立王府井店,153
东莞莞城万科中心店,65
苏州吴江天虹店,55
福州闽侯永嘉天地店,27
天津凯德天津湾店,82
天水秦州万达广场,22
杭州临平蜗牛广场店,38
昆明新城吾悦店,14
融汇温泉购物广场,35
成都机场T2店,25
济南万虹广场店,15
福州融侨外滩店,40
苏州张家港沙洲湖步行街,55
淮南新世界店,18
北京金安环宇荟,22
西安永兴坊店,114
邛崃文脉坊,22
运城市国科欢乐港店,28
兰州城关万达店,29
宁波老外滩店,28
上海虹桥丽宝广场店,63
厦门同安乐海城市广场店,21
深圳大浪商业中心分店,95
广州番禺四海城店,20
梧州梦之岛广场店,41
济南中海环宇城店,27
桂林东西巷店,24
衡水汇中广场店,27
济南老商埠咖啡店,88
武汉市银泰御华里店,21
秦皇岛抚宁兴龙广缘,6
洛阳建业凯旋广场店,17
江门江海万达店,29
辽阳万达广场店,13
宜宾莱茵春天,18
佛山南海万科广场店,29
银川中环大厦店,12
邢台凰家广场店,31
福州长乐万星广场分店,61
长沙保利河马汇,20
文昌耀龄广场店,10
杭州四眼井店,47
中山文化产业园,21
杭州下沙蓝湖国际店,50
南宁民歌湖分店,20
重庆铜梁万达广场店,17
烟台莱山振华商厦咖啡店,32
海口人民大道店,49
哈尔滨哈西万达咖啡店,28
乌兰浩特万达广场店,17
广州增城金海岸广场店,25
龙湖锦宸天街,16
泉州晋江机场分店,19
青岛永旺梦乐城店,21
佛山顺德服务区东区店,20
银川国芳百货店,11
许昌万达广场店,28
镇江西津渡店,25
重庆长寿重百店,18
南京建邺金鹰世界影院店,19
百色爱琴海店,17
晋城万达,27
忻州古城,3
许昌新田360广场店,61
晋城市凤展新时代广场店,22
北京颐堤港中心第二店,41
郑州市郑州东站店,14
琨御府新址,32
贵阳杉杉奥莱,10
新郑机场到达层,5
天津武清万达广场店,9
广州白云机场T2二店,22
海拉尔伊仕丹购物广场店,13
济南遥墙机场安检外店,11
北京金茂威斯汀酒店店,4
北京五圈路咖啡店,8
榆林万达广场店,37
成都万象城店,73
杭州博货国际购物广场店,94
广州天安节能科技园店,23
杭州滨江上峰产业园店,145
无锡茂业购物中心店,139
厦门体育路分店,89
上海松江华亭首府店,124
嘉定汽车城创新港店,158
南京南站南广场到达层店,52
品尊国际广场店,110
成山路家乐福店,131
温州龙湾机场T2出发店,25
深圳京基100大厦店,126
福州马尾中环广场店,25
太平洋森活地下广场店,96
东方浮庭店,124
苏州慧湖大厦店,91
宁波南部商务区2店,94
香港广场店,91
丽水万地广场店,127
白玉兰广场1F店,174
新都会店,123
广州五号停机坪2店,40
北京大兴天键广场,44
武汉万科翡翠滨江店,25
金华江北一百店,95
上海国华人寿金融大厦店,73
深圳前海嘉里中心,58
成都锦里店,34
远洋财富广场店,60
北京三里屯店,96
滁州吾悦广场店,23
上海绿地外滩中心店,97
北京万博苑咖啡店,60
广州番禺金山谷店,93
日月光店,132
北上海生活广场店,63
苏州张家港天霸大厦店,63
东莞君尚百货店,37
环贸ICD,37
杭州余杭闲林老街店,127
台州温岭领悦广场店,107
广州中石化大厦店,80
北京昌平悦荟万科店,70
深圳宝安泰华店,78
西安大华1935,33
红太阳商业广场店,129
苏州星汇生活广场店,160
临沂万达广场店,49
武汉机场T3安检内东店,36
常州新北万达百货店,118
浙江省人民医院店,125
杭州富阳首创奥特莱斯店,45
温州平阳万达广场店,45
吴江万宝广场店,111
南通万达广场店,87
常州永宁欧尚店,104
G60萧山服务东区店,30
苏州景城邻里中心店,142
惠州大亚湾灿邦新天地店,72
新华联购物中心店,92
杭州临平余之城店,116
北京新中街瑞士公寓店,43
上海漕河泾印象城店,273
温州空港宝龙广场店,41
宁波慈溪绿城慈园店,113
扬州润茂广场店,93
杭州钱江世纪城印象城4,46
北京北辰东路第二咖啡店,8
茂名东汇城分店,33
南宁航洋国际店,76
深圳信和春天店,73
石家庄保利广场,7
杭州EAC店,149
古北时尚店,80
昆明南悦城店,29
南京海乐城购物中心店,60
武汉三阳路铂仕汇店,65
森茂店,146
瑞金路店,153
泰州华润万象城,167
无锡万科方糖店,110
上海上生新所店,245
北翼生活广场店,187
莘庄龙之梦店,212
昆山文化艺术中心店,209
东莞市国贸中心店,85
成都东航中心店,37
苏州天虹百货店,162
武汉红坊里店,15
宁波鄞州海港城店,68
杭州昆仑中心店,199
苏州中心1F店,237
上海川沙晶朵汇广场店,147
武汉奥山世纪城店,55
虹桥冠捷店,26
南洋1931店,179
天津大悦城第三咖啡店,66
青岛海信广场店,156
南京中海环宇城店,181
成都优品道广场店,66
湖州南浔吾悦广场店,85
瑞虹天地店,110
北京平谷国泰店,51
无锡恒隆广场店,208
上海青浦山姆会员店,118
南京TT Center,74
上海中国人寿金融中心店,97
南京友谊广场店,89
缤谷广场二期3F店,92
中山民众服务区西区店,22
大连佳兆业广场店,33
杭州UDC店,114
杭州解放路汇和城店,119
南京凯瑟琳广场店,163
桂林路店,114
北京颐堤港中心NOW店,56
上海小木桥路店,123
宁波余姚华联商厦店,75
苏州常熟东南邻里中心店,84
松江平高广场店,102
南京雨花客厅店,113
舟山银泰店,66
南京绿地广场店,100
无锡江阴华士大统华店,125
上海夏都小镇店,139
阜阳颍州万达广场店,48
北京方庄菩提咖啡店,67
复旦大学上海医学院店,116
杭州天城国际店,124
深圳华侨城Loft店,87
上海唐镇宝燕商城店,127
西安太乙城店,38
成都丰德国际广场店,56
北京银谷大厦店,30
福州恒力城分店,94
吉林欧亚商都店,45
绍兴汇金店,133
白玉兰广场LG1店,188
西安开元商城西旺店,43
杭州萧山万象汇1F店,257
台州椒江青悦城店,113
上海临港金融大厦店,85
宁波杉井奥莱名品街店,49
上海龙湖闵行天街店,168
深圳海岸城4楼店,25
重庆江北嘴金融城2号店,32
北京普天实业创新园店,95
武汉新时代商务中心店,24
上海前滩友城公园店,108
重庆大学城熙街店,34
苏州常熟凤凰城店,130
成都世豪广场店,71
上海凯旋丽都广场店,105
南京江宁万科金域国际店,76
开城天虹分店,35
金华中心医院店,22
三亚海棠湾河心岛分店,59
郑州熙地港店,65
乐山万达分店,22
昆山梦多多小镇店,59
杭州之江新天地店,77
杭州欧美金融城店,82
黄浦新苑店,135
西安高新万达店,58
南昌铜锣湾广场店,147
赣州九方购物中心店,20
昆明邦利嘉年华店,44
上海中城国际大厦店,70
大连开发区万达店,38
汇融天地店,153
蚌埠万达店,47
宁波江东桑田路店,78
南昌青山湖万象汇店,45
广州萝岗奥园广场店,153
闽候正荣财富广场店,29
杭州绿谷中心店,60
苏州中翔时尚广场店,104
广州诺德中心店,33
郑州万象城店,50
昆明富康城店,64
大连华南安盛店,29
淄博茂业时代广场店,57
月星环球港1F店,155
福州福清万达广场分店,57
南京珍珠饭店店,201
杭州下城区体育场店,109
台州经开万达店,65
深圳联投东方店,53
苏州相城大悦春风里店,116
南京保利樾广场店,116
嘉兴万达一号门店,56
杭州万象城店,205
嘉兴海宁爱琴海购物公园,41
G60长安服务南区店,105
无锡惠山万达店,167
上海古美生活购物广场,92
苏州昆山新江南大厦店,90
汾阳路店,148
无锡百乐广场店,74
北京顺义金宝天阶店,44
青浦百联悠迈生活广场店,122
湛江万达广场店,46
天津会展中心店,283
佛山顺联国际广场店,58
上海天潼路全季店,88
上海花都荟购物广场店,92
镇江扬中雨润中央店,74
广州神舟路站店,50
东方维京大厦店,146
常州嘉宏广场,73
南京华采天地店,152
杭州银泰城西一店,113
南京云密城,74
桂林阳朔益田西街店,22
北京顺义丽苑街咖啡店,214
淄博新玛特咖啡店,69
常州月星环球港1店,119
北京望京华彩店,76
杭州湖滨银泰C区店,140
南方商城店,196
安顺国贸购物中心店,21
成都339欢乐颂,112
成都双流万达店,49
深圳石岩创维创新谷店,24
武汉裕亚银湖城店,36
公平路店,86
北京德外大街咖啡店,51
合肥乐汇街店,87
无锡宜兴城北大统华店,125
常州金坛新天地广场,44
上海浦江万达广场店,77
天津彩悦城咖啡店,45
天津滨海新区宝风大厦店,29
上海中锐店,118
西安大明宫万达店,58
朱家角尚都里店,83
佛山市天虹购物中心店,51
北京太平桥大街咖啡店,48
广州新塘永旺梦乐城店,82
苏州园区体育中心店,103
南京雨花世茂广场店,97
畹町路店,94
东方明珠店,82
北京太阳宫凯德嘉茂店,79
哈尔滨机场安检内店,28
长宁来福士6F店,124
长沙芙蓉南路天虹百货店,71
深圳布吉万象汇4F店,88
北京首钢店,27
福州三坊七巷店,65
重庆永川华茂中心店,84
萧山天润中心店,80
唐镇来安路店,60
荆州吾悦广场店,19
北京石景山万达广场店,38
上海松江金地方邻车墩店,100
世纪大都会1F店,161
深圳北站出发A区夹层店,57
青岛远洋广场店,71
昆明柏联广场店,22
徐州绿地缤纷城店,42
济南章丘和谐广场店,16
吉首天虹购物中心店,51
奉贤苏宁生活广场店,106
上海青浦东渡蛙城西区店,78
洲际中心店,146
南京高淳八佰伴店,66
维璟广场店,187
深圳香港中文大学店,90
深圳民乐星河盛世分店,127
广州花城大道东分店,43
绍兴诸暨万达广场店,79
北京上地东路店,36
北京大兴星光影视基地店,17
福州苏宁广场分店,90
上海番禺878店,86
深圳星河雅宝店,95
南通文峰大世界新店,144
南京水游城购物中心店,58
上海隆慧大厦店,79
佛山永润广场店,30
深圳龙岗万科店,122
衡阳连卡福店,74
湖州德清余英坊店,116
成都万科天荟店,58
成都花样年红唐广场店,52
成都西环壹方里,30
杭州西嘉广场,65
无锡站南广场店,82
镇江吾悦广场店,64
昆明南亚风情店,32
烟台朝阳街店,27
斜土路店,98
绍兴上虞大通人民路店,69
杭州滨江缤谷店,101
杭州国大1F2F店,156
临港港城新天地店,146
蔡伦路店,88
南京江心洲仁恒广场店,106
镇江协信星光时代广场店,41
福州世欧广场分店,94
宁波天一国购店,55
北京东直门莱福士二店,46
虹桥万科中心B2店,45
北京三里河东路店,79
上海淮海百盛购物中心店,144
合肥财富广场店,44
上海虹桥国际展汇店,65
北艾路店,123
苏州爱琴海购物公园店,155
杭州浙大紫金港校区店,79
周浦绿地缤纷广场店,197
南昌熙梦里店,38
厦门万象城2店,84
石家庄青园店,66
台州温岭青商大厦店,59
哈尔滨红博会展咖啡店,48
苏州吴中万达广场店,87
杭州深蓝广场店,124
北京新世界女子百货店,12
常州孟河星光天地店,39
常州横山桥镇华美达酒店,42
南通如皋文峰大世界店,87
长风大悦城2F店,64
南通邦豪时尚广场店,120
新华医院店,88
广州琶洲唯品会店,54
昆明欣都龙城分店,16
上海中心B2店,212
南宁江南盛天领域店,24
廊坊新朝阳购物中心店,58
南京龙蟠汇店,136
广州横沙店,100
厦门湖里万达店,61
深圳恒明珠大厦店,70
海口盛达景都分店,73
厦门老虎城分店,67
苏州昆山亭林公园店,67
无锡江阴大统华店,159
珠海中邦酒店店,56
淮安金鹰店,72
常州武进常发店,112
宁波鄞州宝龙广场店,75
德州澳德乐广场店,30
青浦世纪联华店,55
温州名城广场,31
厦门磐基中心店,108
北京金地中心店,23
杭州万象城2F店,94
吉林昌邑万达广场店,40
重庆解放碑大融城,8
沈阳春河万科中心店,32
长沙时代奥特莱斯店,17
潍坊万达广场咖啡店,51
上海张江领袖之都店,52
杭州西湖国际科技大厦店,197
浦东机场T2国际出发D75,110
上海龙湖金汇天街店,75
苏州站出发层店,48
镇江美的广场店,55
上海首位店,84
广州花城汇一区店,45
杭州江城路店,112
镇江北固湾店,140
苏州西蒙店,115
杨浦百联悠迈生活广场店,48
杭州临平和合广场店,144
苏州金茂丰茂里店,93
惠州水口汇乐城分店,28
杭州富阳银泰店,135
常州正方京城店,147
杭州滨江银泰A馆店,134
杭州浙商国际中心店,92
赣州步步高新天地店,64
郑州中原万达店,36
杭州苏宁生活广场店,87
大连高新万达分店,105
常熟虞景文华店,108
上海宝杨路宝龙广场店,155
南京浦口市民中心店,104
嘉兴辰溪里店,61
杭州运河上街店,110
无锡太湖半岛店,95
北京天坛东路店,20
上海绿地北虹桥科技园店,87
台州温岭千禧店,83
成都天府广场店,37
衢州常山东方广场店,26
盐城悦达城市广场店,100
深圳京基百纳空间店,126
无锡湖滨商业街店,88
锦州太阳广场店,44
上海古北家乐福店,160
万源城店,184
广州高德置地春店,71
广州天河万科广场店,63
桂林微笑堂店,19
秦皇岛世纪港湾店,26
金华市妇幼保健院店,32
郑州佳纷天地,24
郴州步步高新天地店,49
温州米房二期店,56
上海海上国际花园店,106
广州赤岗北路店,91
扬州乐宾百货店,83
广州南岸路店,56
上海新龙路店,56
华山路,135
南昌绿地缤纷城店,43
申虹广场店,168
海门解放路店,158
株洲平和堂店,18
深圳华强广场酒店分店,53
北京南四环西路咖啡店,44
成都鹏瑞利购物中心店,36
宁波汇港大厦店,48
徐汇百联店,65
鞍山万达广场门店,19
银川新华百货店,24
武汉天悦外滩金融中心店,85
南京燕子矶花园城店,83
福州连江万星广场分店,55
桐乡乌镇西栅游客中心店,40
深圳新城市广场分店,75
苏州常熟常汇生活广场店,80
沈阳华府新天地分店,21
杭州滨江宝龙5F店,44
宁波慈溪吉利汽车店,80
南京雨花吾悦广场店,76
厦门龙虎山路分店,39
佛山佛山岭南天地店,44
无锡百联奥特莱斯店,80
南昌红谷滩印象城店,83
无锡惠山洛社镇店,42
抚州硕果时代广场分店,23
上海中星城店,92
海口玉沙京华城店,58
成都苏宁广场店,30
南宁289上海天地店,21
佛山大良东乐路店,92
龙之梦雅仕大厦店,62
呼和浩特市维多利广场店,45
武汉白沙洲龙湖,32
大连恒隆2店,29
北京建威大厦店,38
泉州水头中骏世界城店,26
松江新理想广场店,92
台州临海银泰城店,99
东莞东坑大道店,47
深圳曙光大厦店,43
徐州金鹰二期店,83
宁波慈溪高新爱琴海店,45
上海沁和坊店,68
嘉兴海宁许村万朵城店,30
广州文德南路店,47
上海远中科研楼店,65
包头百货大楼店,103
松江五龙广场店,89
中海环宇荟店,205
常州宝龙城市广场店,97
温州五马街店,52
张家口百盛店,38
丰科路万达广场店,32
远东国际店,187
南京青奥米里中心店,37
鸿运大厦店,96
绍兴安昌古镇,29
上海虹桥机场T2出发店,153
衢州龙游东方商厦店,82
南京兴隆大街地铁站店,117
西宁海湖万达店,47
北京上地西路咖啡店,5
杭州城东衣之家店,105
重庆沙坪坝U城天街2店,43
北京欧陆时尚店,71
深圳宝安万庭广场店,101
厦门集美万科里店,73
温州置诚广场店,52
海口万象城店,57
苏州歌林小镇L区店,63
重庆龙湖礼嘉天街店,68
常州溧阳吾悦广场店,70
东莞厚街汇景城店,23
广州中国大酒店店,40
广州芳村沃尔玛店,46
深圳比克大厦分店,55
成都金控中心万科店,17
镇江句容雨润中央店,51
深圳市华侨城新天鹅堡店,89
哈尔滨百盛店,5
广州南国商苑店,91
北京小米科技园2店,107
厦门湖里大道店,40
上海松江东鼎购物中心店,135
北京五道口购物中心店,24
北京国贸四店,62
苏州绿宝步行街店,101
G92高速绍兴服务区南区,74
宁波江北港中旅IFMA,53
深圳龙岗摩尔城店,83
苏州太仓市民公园店,84
深圳龙华佐阾荟店,61
重庆香江财富中心店,30
青岛阳光店,61
广州新燕大厦店,20
南京金陵店,115
漳州诏安唐道分店,10
天津友谊路新业广场店,52
嘉兴浙北大厦店,86
深圳东门1234店,23
北京侨福2店,49
莆田学园路分店,20
绍兴诸暨青悦城店,75
北京北四环东路Ⅱ店,5
上海临港海滨休闲广场店,50
招商局上海中心店,114
佛山大良新世界酒店分店,77
新余恒太城分店,37
天津九龙路万科广场店,64
通化中东新天地购物公园,31
深圳宝安演艺中心店,42
昆明正义坊店,22
无锡梅里古镇店,60
重庆北城天街臻选店,40
宜昌国贸新天地店,25
重庆奥园城市天地店,18
天津新意街店,28
广州东站店,142
上海湾店,105
北京三里屯三点三大厦店,35
南昌世茂广场店,27
上海5G未来中心店,36
常州武进南洋广场,60
株洲步步高广场店,48
贵阳中大国际购物中心店,18
广州大沙头三马路店,41
金华永康宝龙广场店,44
南宁东站高铁店,29
镇江丹阳梦想城店,22
深圳大学校友广场店,41
无锡锦江店,140
无锡藕塘青春假日广场店,69
荆门掇刀万达广场店,17
湖州华润乐都汇店,58
郑州零零茂店,26
南昌西湖万达店,61
金华东阳银泰城店,37
邢台市万达店,31
南宁龙光购物中心店,24
温州瓯北凤凰尚品店,80
惠州天虹店,81
厦门金湖路分店,84
上海艾尚天地店,114
衡山坊店,140
武汉理工大学南湖校区店,12
天津滨海伊势丹店,37
北京中关村环保园店,38
西安中大国际店,62
江门金蓝海广场店,47
汕头群光广场店,25
广元市金橄榄购物中心店,41
广州西湾悦汇城店,33
广州市第一人民医院店,22
合肥蒙城路店,38
潍坊胜利东街银座商城店,36
广州天河华明路店,33
成都兰桂坊店,32
苏州干将路店,106
北京市国贸第二咖啡店,23
北京公益西桥物美店,28
东莞市虎门君乐汇店,28
舟山商贸惠众广场,68
郑州绿地千玺店,15
西安曲江威斯汀店,16
苏州绿宝广场店,111
运城苏宁广场,16
济宁万达广场咖啡店,38
北京密云鼓楼南大街店,20
宁波余姚北站店,71
深圳沙井西荟城店,52
哈尔滨埃德蒙顿凯德店,19
呼和浩特东城万达广场店,47
广州龙津中路店,34
景洪融创茂店,19
武汉保利城店,26
北京正大中心2店,4
武汉K11臻选酒坊店,14
广州万国广场店,105
咸阳秦都万达广场,40
广州花城汇四店,29
西安立丰百盛店,246
北京首都新机场2店,3
舟山普陀美乐汇店,48
北京汉威三期店,15
济南CC Park店,25
天津津南永旺一店,33
长阳路欧尚店,103
鸿音广场店,27
昆明同德广场店,51
苏州泰华店,43
厦门砂之船奥莱分店,67
绍兴嵊州西皮茂店,33
江门新会万达店,59
上海金虹桥商务广场,65
天津华苑物美生活广场店,42
沈阳北一路万达分店,14
金华义乌爱琴海广场店,8
武汉客厅,22
昆明红星爱琴海店,17
苏州金鹰店,121
常德欢乐城店,51
绵阳王府井购物中心,16
萧山机场T3出发广场店,22
天津佛罗伦萨小镇店,44
重庆华融现代城店,18
昆明顺城广场店,38
湛江国贸大厦店,121
深圳凯德公园一号广场,52
钦州人和春天分店,30
广州铂丽廊广场分店,78
六安万达广场店,100
佛山顺德永旺购物中心店,68
东莞大朗碧桂园里悦里店,19
重庆华宇锦绣广场店,9
杭州大悦城悦街店,46
济南银隆店,18
成都航天大厦店,12
苏州竹辉路店,79
徐州招商花园城店,33
泰州泰兴万达店,25
惠州东江新城店,32
绍兴诸暨一百店,67
佛山魁奇路新福港店,41
厦门集美尚柏奥莱分店,32
永州万达广场店,19
郑州福都百货门店,32
西安万和城购物中心店,41
日照万象汇店,51
遵义吾悦广场,14
东莞东江之星店,41
茂名华侨城店,11
广州越秀北分店,30
肇庆敏捷广场店,31
镇江东大院店,26
贵阳智诚名店,38
温州龙港新鸿店,40
长沙南站2店,29
上海浦东机场S1国内店,40
桂林联达广场分店,15
汕头长江路店,17
德州万达广场店,7
东莞松山湖店,68
武汉黎黄陂路江滩店,398
汕尾信利城市广场店,17
成都益州国际广场店,18
深圳观澜天虹店,31
福州万象里分店,21
西昌万达广场店,19
长春万豪广场门店,12
厦门双涵分店,39
苏州木渎天虹店,44
福州东二环泰禾广场二店,41
杭州临安锦南宝龙广场店,15
江门市大槐服务区东区店,6
中山南朗兴和广场店,12
杭州西溪银泰城北门店,47
昆山人民路店,101
清远英德合地广场店,26
中山小榄大信皇冠假日店,54
武汉街道口新世界店,81
江门鹤山广场店,20
广州港航中心店,17
保定先天下广场店,150
青岛科润城分店,42
武汉雄楚一号店,35
重庆企业天地店,28
上海塘沽路店,35
青岛胶州龙湖天街店,8
赤峰松山万达广场店,35
湛江喜来登店,17
沈阳赛特奥莱店,61
贵阳印象城店,13
马鞍山当涂大润发,13
榆林国贸荟店,10
茂名化州嘉荣店,20
武汉泛海城市广场店,9
温州景山印象里店,52
保定华创广场咖啡店,40
北京崇文门外第一咖啡店,11
广州白云万达2店,10
泰安吾悦广场店,5
济南融创茂店,24
重庆国泰广场店,3
桂林梦之岛店,77
西安机场3店,18
远洋北苑中心,15
唐山新华贸咖啡店,9
保定定州万达店,15
珠海平沙钰海店,10
北京青年路第二咖啡店,3
定州市大世界购物中心,9
西安益田假日天地,9
宁乡吾悦广场,5
苏州现代传媒广场店,34
呼和浩特白塔机场店,2
唯品会店,62
8号桥二期1号楼店,141
厦门国际邮轮中心店,18
上海香港兴业中心二座店,230
玛瑙路店,97
深圳荣超商务中心店,95
台州椒江宝龙城店,55
人民公园店,159
成都中粮丽都悦街店,109
苏州平江万达广场店,130
金华万达店,95
昆明大悦城店,27
高桥红坊店,104
长峰假日酒店,29
深圳汉京金融中心店,82
绍兴嵊州和悦时代广场店,47
北京正大中心1店,15
重庆永川俊豪中央大街店,9
杭州金逸影视中心店,91
中环百联3F店,125
常州武进万达广场店,111
深圳侨城坊店,62
上海恒隆广场4F店,91
嘉定中信泰富万达广场店,184
成都大悦城店,76
古北店,112
宁波港隆广场店,90
杭州新天地G193店,146
深圳恒裕香悦里,90
杭州远洋乐堤港B1店,107
丽江5596,95
上海世纪汇广场1F店,294
济南绿地中心店,53
北京科学院南路店,53
杭州西溪诚品店,109
苏州永旺梦乐城吴中店,124
深圳华强北中航城3F店,79
成都银泰中心7F,40
苏州常熟星光天地店,151
杭州星光大道店,189
广州正佳2分店,26
上海胜康廖氏大厦店,52
台州中盛城市广场店,49
嘉兴桐乡梧桐邻里店,68
虹梅路店,139
苏州中海财富中心店,136
苏州汾湖嘉乐城店,70
广州邦华环球国际分店,35
万科未来中心,36
北京延庆万达店,22
广州珠影星光城店,103
广州荔枝湾店,36
宁波世纪东方广场店,126
长沙龙湖洋湖天街店,30
上海陆家嘴金融广场,202
深圳领航里购物中心店,71
天津东丽新业广场店,21
东莞松山湖中集智谷店,32
成都翡翠天地店,92
耀江广场店,120
申北路店,156
深圳海岸城2楼店,157
杭州钱江国际时代广场店,102
温州吾悦广场2F店,26
宁波南苑环球酒店店,136
台州温岭宝龙广场店,67
杭州来福士7F店,58
宿迁宿城吾悦广场,66
金虹桥国际中心B2店,57
济南万象城1店,62
广州中国联通大厦店,58
苏州湖东邻里中心店,116
杭州IX-WORK大厦店,77
星巴克电商渠道,385
上海嘉华中心大厦店,126
上海马桥万达店,102
深圳西乡天虹店,81
丽水处州府城店,91
红房子店,94
无锡江阴红豆万花城店,39
烟台观海路咖啡店,77
南京南站北夹层店,143
深圳宝安益田假日天地店,103
杭州运河网谷店,39
苏州创意产业园店,74
南京奥体东地铁站,115
广州好世界广场店,61
深圳南头城莲花广场店,81
南京鼓楼医院店,151
深圳福永同泰店,74
紫竹大厦店,143
杭州赞成太和广场店,196
福州红星国际广场店,78
上海静安晶品B1店,261
深圳龙华红山6979店,84
深圳国贸天虹店,91
无锡正大乐城店,97
宁波北仑长江国际店,69
江桥老街店,111
天津滨海9号线广场店,35
长春开运街二店,27
杭州优托邦时光1F2F,118
嘉定大融城店,165
厦门软件园生活广场分店,87
杭州聚光科技店,121
杭州文一汇和城店,74
金华金义悦湖广场店,32
上海黄浦绿地缤纷城店,111
上海南京东路地铁站店,169
天津南开大悦城4店,30
福州软件园分店,34
华贸购物中心3店,23
扬州万象汇店,47
苏州昆山万达广场店,104
宁波皇冠大厦店,92
湘潭步步高九华新天地店,11
丹阳华地百货店,78
金华义乌新光汇店,147
上海海纳创联园店,84
杭州滨江阿里中心店,85
广州华通广场,28
火炼树嘉宏振兴大厦店,26
临港豪生酒店店,77
三湘世纪花城店,82
宝山宝龙广场店,129
深圳龙岗天安数码城店,64
深圳益田假日广场店,150
佳木斯路店,168
青岛李沧万达广场店,45
杭州之江银泰店,87
苏州科文中心店,120
绍兴世茂店,115
南京缤润汇购物中心店,167
衢州衢江东方广场店,54
北京NTP新城广场,49
深圳宝安大仟里2店,40
南汇工业园店,53
杭州浙大眼科医院店,143
常州丰臣国际广场店,58
杭州阿里西溪园区七号楼,86
新天地店,130
杭州世茂茂宸金座店,136
武汉光谷新发展店,16
北京燕莎奥特莱斯店,85
武汉王府井店,29
镇江万达广场1F店,55
常州新北公园店,103
深圳桃源村岁宝店,55
凯滨国际大厦店,59
北京上海沙龙,56
北京国航大厦店,24
呼和浩特凯德店,48
上海莘庄仲盛B1店,96
金华金厦店,98
江镇新都汇店,144
万辉国际广场店,112
广州高德地置地冬广场店,48
上海浦商百货店,119
宁波中海环宇城1F店,79
佛山美的悦然广场店,48
天津时代数码广场咖啡店,58
宁波慈溪新城大道北路店,276
西安曲江金地广场店,128
常州文化广场店,73
昆明翠湖店,31
东莞豪门饭店店,73
深圳酷派大厦店,98
宁波旅游大厦店,54
静安紫苑店,192
广州花都自由里店,25
郑州永威木色公园店,42
温州印象城1号门店,77
金华东阳一百店,72
嘉兴八佰伴华府店,92
金华义乌颐和店,122
南京艾尚天地店,191
杭州野风现代中心店,169
同济联合广场B座店,123
常州吾悦店,99
上海金融街中心一期店,121
嘉定疁城国际店,132
苏州海星生活广场店,85
杭州运河上街东门店,61
北京亦庄龙湖,61
杭州梦想小镇店,50
淮安吾悦广场店,84
苏州张家港五月花广场店,26
杭州蚂蚁大道店,79
南京慕斯荟店,53
上海高尚领域1F店,74
广州祈福缤纷世界2店,60
福州万象商业广场分店,44
北京新光大中心店,60
亚繁生活时尚广场店,117
南京景枫广场B1店,93
天津环湖中道咖啡店,35
无锡万科金域缇香店,59
郑州高新万达店,32
览海国际广场店,109
苏州吴江盛泽购物公园店,111
易家中心店,194
无锡欧陆店,94
连云港苏宁广场店,71
北京宣武门外富卓大厦店,46
上海H88店,121
财富时代店,117
真华路店,132
西安迈科中心店,71
连云港民主路店,50
南京1928曼度店,112
宝鸡天下汇购物中心店,60
北京门头沟长安天街店,43
西安一品美道店,45
昆明海源高新天地店,26
成都倍特店,95
新闸路店,145
上海宝山杨行益街坊店,101
广州保利天悦店,61
海盐滨海商业广场店,54
合肥蜀山华润五彩城店,35
苏州龙湖星湖天街店,139
杭州千岛湖秀水广场店,58
正大广场B2店,27
成都中海环宇荟店,78
广州淘金店,80
深圳中银花园店,126
上海家乐福万里店,108
宜宾凯德广场店,30
深圳水贝金展广场店,80
平高国际广场店,99
泰州靖江泰和国际城店,116
永安店,77
北京威新国际大厦店,52
中山星河店,32
苏州吴江又一城店,137
南通海安文峰大世界店,129
丹桂路店,102
北京华润时代中心店,32
大悦城店,94
渭南宏帆广场店,28
深圳方大广场店,68
北京荷华明城,18
长春红旗万达2店,59
温州苍南银泰店,45
北京西铁营咖啡店,130
福州大洋百货分店,37
海口万达广场店,40
沈阳新世界K11店,66
G92高速绍兴服务区北区,45
上海曹路荣欣广场店,126
宁波银亿东岸店,137
南京东方福来德店,91
海口吾悦广场店,59
南车站路店,138
姜堰北大街店,149
徐州睢宁曼哈顿商业广场,20
西安太白印象城店,54
济南首创奥特莱斯店,32
南宁长虹路万科里店,17
无锡宜兴官林大梦想城店,32
杭州星耀城二期店,95
苏州凤凰广场店,99
西安曲江创意大厦店,40
重庆东原悦荟店,24
龙漕路店,84
北京润世中心店,14
晋江马哥孛罗分店,67
长春欧亚新生活店,24
宁波海曙恒一广场店,105
漕河泾店,122
湖州浙北中心店,83
广州中海璟晖店,87
北京荣华南路咖啡店,43
南京金鹰三期店,109
唐镇阳光城店,169
红T时尚创意街区,23
深圳国家工程实验室店,47
盐城金融城店,256
深圳大新港湾丽都店,59
联洋广场店,109
中山公园龙之梦B2店,131
上海莲花国际广场店,135
广州锦绣香江店,43
合肥创新产业园店,56
宁波慈溪银泰店,93
北京华贸店,27
宁波镇海新城吾悦广场店,61
郑州市建业凯旋广场店,49
上海新郁路店,124
杭州西湖银泰B1店,101
哈尔滨华润万象汇店,50
天河信达金茂广场店,45
上海星荟中心店,191
成都环球中心II店,16
上海吴泾满天星广场店,84
南京砂之船店,120
台州世贸中心店,68
重庆雄风百货店,34
